,PID,SalePrice,LotFrontage,LotArea,LotShape,LandSlope,LandContour,MSZoning,Street,Alley,Neighborhood,LotConfig,Condition1,Condition2,Foundation,Utilities,Heating,HeatingQC,CentralAir,Electrical
302,907295040,246900,73.0,17227,IR2,Mod,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
303,907176010,215700,,13142,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Corner,PosN,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
304,905100060,130000,75.0,11235,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
305,532376110,129000,,7791,IR1,Gtl,Lvl,RL,Pave,,Sawyer,Inside,RRAe,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
306,914460020,215000,80.0,10000,Reg,Gtl,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
307,528188020,173000,48.0,3480,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
308,527454200,146000,24.0,2280,Reg,Gtl,Lvl,RL,Pave,,NPkVill,Inside,Norm,Norm,CBlock,AllPub,GasA,Fa,Y,SBrkr
309,528482030,265000,85.0,10625,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
310,907280100,285000,90.0,11248,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
311,527110080,177000,,13869,IR2,Gtl,Lvl,RL,Pave,,Gilbert,Corner,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
312,528118090,460000,96.0,12539,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,PosN,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
313,535105110,158500,100.0,9600,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
314,526354020,192100,90.0,11727,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
315,535477130,169500,69.0,7590,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,PosN,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
316,905452070,99600,50.0,9350,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,PConc,AllPub,GasA,Fa,N,SBrkr
317,906378110,239900,71.0,9178,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
318,909426090,158000,78.0,15600,Reg,Gtl,Bnk,RL,Pave,,Crawfor,Inside,Norm,Norm,BrkTil,AllPub,GasW,Fa,N,SBrkr
319,533236090,345000,36.0,3951,IR1,Gtl,Lvl,FV,Pave,Pave,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
320,908275280,135500,59.0,16466,IR1,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
321,903228090,113000,50.0,5000,Reg,Mod,Bnk,RM,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
322,531385070,179000,65.0,8450,Reg,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
323,916403040,174000,42.0,10331,Reg,Gtl,Lvl,RL,Pave,,Timber,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
324,527356050,152000,80.0,10793,Reg,Gtl,Lvl,RL,Pave,,NWAmes,Inside,RRAn,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
325,527166030,176500,63.0,9084,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
326,907290230,155900,37.0,4435,Reg,Gtl,Lvl,RM,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
327,528186050,280000,48.0,7841,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
328,535452120,127000,70.0,7910,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
329,528482130,263000,75.0,9375,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
330,534403050,145000,75.0,8250,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
331,533244030,254000,68.0,7379,IR1,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
332,528365080,287500,91.0,10010,Reg,Gtl,Lvl,RL,Pave,,NoRidge,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
333,902206090,120000,56.0,9576,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
334,909425010,311500,,15660,IR1,Gtl,Lvl,RL,Pave,,Crawfor,Corner,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
335,916384080,265900,64.0,9037,IR1,Gtl,HLS,RL,Pave,,Timber,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
336,909101330,35000,60.0,8088,Reg,Gtl,Lvl,RL,Pave,Grvl,Edwards,Inside,Feedr,Norm,BrkTil,AllPub,GasA,TA,N,FuseF
337,535380110,86900,60.0,5400,Reg,Gtl,Lvl,RL,Pave,,OldTown,Corner,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
338,903236010,127000,50.0,8635,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
339,905101200,118500,61.0,7943,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Feedr,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
340,531375110,159000,66.0,13695,Reg,Gtl,Lvl,RL,Pave,,SawyerW,Inside,RRAe,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
341,907405030,200000,70.0,9135,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
342,908276230,119000,60.0,8190,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
343,909256060,115000,51.0,10480,Reg,Gtl,Lvl,RL,Pave,,SWISU,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,FuseA
344,527108030,250000,50.0,13128,IR1,Gtl,HLS,RL,Pave,,Gilbert,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
345,906475100,195000,,11500,IR1,Gtl,Bnk,RL,Pave,,ClearCr,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
346,907275010,220000,90.0,15750,Reg,Gtl,Lvl,RL,Pave,,CollgCr,FR3,Feedr,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
347,527404100,119500,61.0,9758,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
348,905403150,155000,85.0,10452,IR1,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
349,533350120,290000,103.0,16280,Reg,Gtl,Lvl,RL,Pave,,Veenker,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
350,909254010,137000,53.0,7155,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
351,533221040,180000,34.0,2998,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
352,902401120,325000,75.0,13500,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Artery,PosA,BrkTil,AllPub,GasA,Gd,Y,SBrkr
353,533254050,241600,110.0,15417,Reg,Gtl,Lvl,RL,Pave,,Veenker,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
354,535178120,153000,70.0,8750,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,FuseA
355,527403020,142000,65.0,8450,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
356,916125360,160000,,57200,IR1,Sev,Bnk,RL,Pave,,Timber,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
357,909277040,198000,,11700,IR1,Mod,HLS,RL,Pave,Grvl,Crawfor,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
358,527302175,181000,48.0,17043,IR1,Gtl,Lvl,RL,Pave,,NWAmes,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
359,905101490,139000,80.0,8816,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Corner,Feedr,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
360,907227100,117000,60.0,7200,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
361,911370510,246000,44.0,3811,IR1,Mod,HLS,RM,Pave,,Crawfor,Corner,Artery,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
362,907414030,185500,65.0,8773,Reg,Gtl,Lvl,RL,Pave,,CollgCr,FR2,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
363,909275110,238000,60.0,7230,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Inside,Norm,Norm,BrkTil,AllPub,GasA,Gd,Y,SBrkr
364,905200260,165000,88.0,15400,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
365,902105130,64000,60.0,4800,Reg,Gtl,Lvl,RM,Pave,,OldTown,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
366,534453140,87000,50.0,4882,IR1,Mod,Bnk,RL,Pave,,BrkSide,Inside,RRAn,Feedr,PConc,AllPub,GasA,TA,Y,SBrkr
367,907203070,127000,68.0,7480,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
368,910226040,165500,75.0,9000,Reg,Gtl,Lvl,RM,Pave,,IDOTRR,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,FuseA
369,905451410,137000,70.0,10519,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
370,907295020,208900,75.0,13125,Reg,Mod,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
371,533250190,279700,50.0,9466,IR2,Gtl,Lvl,RL,Pave,,Veenker,FR2,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
372,527450010,105500,24.0,2760,Reg,Gtl,Lvl,RM,Pave,,BrDale,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
373,906385020,187000,64.0,7360,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
374,902109140,124500,60.0,7596,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Artery,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
375,534403100,168500,82.0,9020,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Feedr,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
376,535453080,152000,,7500,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
377,528250100,180000,,7750,IR1,Gtl,Lvl,RL,Pave,,Gilbert,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
378,907130100,231500,65.0,15426,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
379,535152280,132000,70.0,8400,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Feedr,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
380,528166090,445000,110.0,15274,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
381,528480040,252000,85.0,10574,Reg,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
382,535300040,129500,75.0,10050,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
383,533215070,305000,35.0,4109,IR1,Gtl,Lvl,FV,Pave,,Somerst,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
384,527451520,94500,21.0,1680,Reg,Gtl,Lvl,RM,Pave,,BrDale,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
385,905475270,118000,60.0,5400,Reg,Gtl,HLS,RL,Pave,,SWISU,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
386,908102030,85000,67.0,8777,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Feedr,Norm,CBlock,AllPub,GasA,Gd,Y,FuseA
387,923125030,81500,125.0,31250,Reg,Gtl,Lvl,A (agr),Pave,,Mitchel,Inside,Artery,Norm,CBlock,AllPub,GasA,TA,Y,FuseA
388,909177100,160000,60.0,7200,Reg,Gtl,Lvl,RH,Pave,Pave,SWISU,Inside,Norm,Norm,Slab,AllPub,GasA,TA,Y,SBrkr
389,902302150,90000,85.0,13600,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,BrkTil,AllPub,GasA,TA,N,SBrkr
390,907201160,157500,50.0,8340,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
391,527453060,148500,24.0,2280,Reg,Gtl,Lvl,RL,Pave,,NPkVill,FR2,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
392,905225020,158000,99.0,16779,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Feedr,Norm,CBlock,AllPub,GasA,Fa,Y,SBrkr
393,528181010,192000,135.0,12304,IR3,Gtl,Lvl,RL,Pave,,NridgHt,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
394,917425190,186700,50.0,35133,Reg,Mod,Lvl,RL,Grvl,,Timber,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
395,528180130,248500,48.0,6472,Reg,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
396,531363030,152000,63.0,7500,Reg,Gtl,Lvl,RL,Pave,,SawyerW,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
397,902102060,157500,60.0,10440,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
398,923229040,153500,72.0,9129,Reg,Gtl,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
399,903450110,110000,110.0,8472,IR2,Mod,Bnk,RM,Grvl,,IDOTRR,Corner,RRNn,Norm,CBlock,AllPub,GasA,TA,N,SBrkr
400,909256020,112000,51.0,6191,Reg,Gtl,Lvl,RL,Pave,,SWISU,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,N,SBrkr
401,533221110,177000,,2980,Reg,Gtl,Lvl,FV,Pave,,Somerst,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
402,526355080,345000,75.0,13860,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,Gd,Y,SBrkr
403,907181120,207500,68.0,8998,IR1,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
404,903234160,102000,60.0,6180,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Corner,Norm,Norm,BrkTil,AllPub,GasA,TA,N,SBrkr
405,535454030,81400,60.0,8544,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,Slab,AllPub,Wall,Fa,N,FuseF
406,534152070,212500,,18837,IR1,Gtl,Lvl,RL,Pave,,NWAmes,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
407,905106170,137250,65.0,7832,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
408,909257050,234000,53.0,10918,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
409,534252060,119000,,10624,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
410,903200080,223500,144.0,21384,Reg,Gtl,Lvl,RL,Pave,,BrkSide,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
411,907126010,152000,82.0,12464,IR2,Mod,Low,RL,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
412,908154040,320000,86.0,13286,IR1,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
413,907285020,219500,,9375,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
414,902109130,94550,63.0,7627,Reg,Gtl,Lvl,RM,Pave,,OldTown,Corner,Artery,Norm,BrkTil,AllPub,GasA,Gd,N,SBrkr
415,903450060,169500,,7758,Reg,Gtl,Lvl,RM,Pave,,IDOTRR,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,FuseF
416,916455010,204000,,9303,IR1,Gtl,Lvl,RL,Pave,,Timber,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
417,535152070,143000,70.0,8163,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
418,902206270,137000,57.0,9639,Reg,Gtl,Lvl,RM,Pave,,OldTown,Inside,Artery,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
419,534427090,140000,75.0,10382,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
420,909279040,137500,80.0,11600,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
421,533130020,190000,107.0,10186,IR1,Gtl,Lvl,RL,Pave,,NoRidge,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
422,527455270,110000,,9477,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
423,526302110,124500,74.0,13008,IR1,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
424,905401100,190000,,10708,IR1,Gtl,Lvl,RL,Pave,,ClearCr,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,FuseA
425,903227150,132000,53.0,6360,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Corner,Feedr,Norm,CBlock,AllPub,GasA,TA,Y,FuseA
426,534251320,143000,,9790,Reg,Gtl,Lvl,RL,Pave,,NWAmes,Inside,Feedr,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
427,909100080,104000,67.0,4853,Reg,Gtl,Bnk,RL,Pave,,SWISU,Inside,Artery,Norm,BrkTil,AllPub,GasA,Fa,N,FuseA
428,905200160,80000,,9000,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
429,914478020,148000,,8750,IR1,Gtl,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
430,527451650,119500,21.0,1680,Reg,Gtl,Lvl,RM,Pave,,BrDale,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
431,528142150,269500,90.0,12878,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
432,531452210,150000,,9019,IR1,Gtl,Lvl,RL,Pave,,SawyerW,Inside,RRAe,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
433,528168030,290000,96.0,13262,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
434,923202105,173500,93.0,10114,Reg,Gtl,Lvl,RL,Pave,,Mitchel,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
435,911103060,119600,75.0,8250,Reg,Gtl,Lvl,C (all),Pave,,IDOTRR,Inside,Feedr,Norm,CBlock,AllPub,GasA,Fa,N,SBrkr
436,534401190,140000,80.0,9200,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
437,907175100,197900,80.0,10400,Reg,Gtl,Lvl,RL,Pave,,CollgCr,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
438,902110010,99900,56.0,3153,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,BrkTil,AllPub,GasA,Gd,Y,SBrkr
439,534431020,138500,85.0,12172,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
440,908186080,145500,35.0,3675,Reg,Gtl,Lvl,RM,Pave,,Edwards,Inside,Norm,Norm,Wood,AllPub,GasA,Gd,Y,SBrkr
441,903233030,132500,51.0,6120,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,GasA,Gd,Y,FuseA
442,902406070,146500,60.0,9720,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
443,532354010,132500,80.0,8480,Reg,Gtl,Lvl,RL,Pave,,Sawyer,Corner,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
444,916380070,315500,89.0,12898,IR1,Gtl,HLS,RL,Pave,,Timber,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
445,903425420,130000,55.0,10267,Reg,Gtl,Lvl,RL,Pave,,BrkSide,Inside,RRAn,Norm,BrkTil,AllPub,GasA,Ex,Y,SBrkr
446,907227030,133500,36.0,15523,IR1,Gtl,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
447,910205120,110000,50.0,9140,Reg,Gtl,HLS,RM,Pave,,IDOTRR,Inside,Norm,Norm,BrkTil,AllPub,GasA,Fa,Y,SBrkr
448,906201120,270000,83.0,11980,Reg,Mod,Low,RL,Pave,,SawyerW,Inside,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
449,923251080,157900,,26142,IR1,Gtl,Lvl,RL,Pave,,Mitchel,CulDSac,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
450,534451080,72500,,6627,IR1,Gtl,Lvl,RL,Pave,,BrkSide,Corner,Feedr,Norm,CBlock,AllPub,Floor,TA,N,SBrkr
451,902103090,111500,60.0,5520,Reg,Gtl,Lvl,RM,Pave,,OldTown,Corner,Norm,Norm,PConc,AllPub,GasA,TA,N,SBrkr
452,909428240,224000,100.0,17500,Reg,Mod,Bnk,RL,Pave,,Crawfor,Corner,PosA,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
453,528120130,379000,102.0,12151,IR1,Gtl,Lvl,RL,Pave,,NridgHt,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
454,907255030,274000,,9720,IR1,Gtl,Lvl,RL,Pave,,CollgCr,CulDSac,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
455,908102270,167000,75.0,9937,Reg,Gtl,Lvl,RL,Pave,,Edwards,Corner,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
456,909100150,108000,67.0,5142,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,PConc,AllPub,GasA,TA,Y,SBrkr
457,903231060,60000,51.0,6120,Reg,Gtl,Lvl,RM,Pave,,BrkSide,Inside,Norm,Norm,BrkTil,AllPub,Grav,Fa,N,FuseA
458,923201020,169000,85.0,15300,Reg,Gtl,Bnk,RL,Pave,,Mitchel,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
459,534429150,174500,85.0,11475,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
460,534129060,215000,,15387,IR1,Gtl,Lvl,RL,Pave,,NWAmes,CulDSac,Norm,Norm,CBlock,AllPub,GasA,Ex,Y,SBrkr
461,534151090,188500,80.0,9547,Reg,Gtl,Lvl,RL,Pave,,NWAmes,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
462,910204050,123000,50.0,8660,Reg,Gtl,Bnk,RM,Pave,,IDOTRR,Inside,Norm,Norm,BrkTil,AllPub,GasA,Ex,N,SBrkr
463,535457040,141000,80.0,8000,Reg,Gtl,Lvl,RL,Pave,,NAmes,Corner,Artery,Norm,CBlock,AllPub,GasA,Ex,N,SBrkr
464,903426200,159900,60.0,12900,Reg,Gtl,Lvl,RM,Pave,Grvl,OldTown,Inside,Norm,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
465,535383070,105000,90.0,5400,Reg,Gtl,Lvl,RL,Pave,,OldTown,Corner,Artery,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
466,535353180,180000,94.0,22136,Reg,Gtl,Lvl,RL,Pave,,OldTown,Inside,Artery,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
467,908128050,137500,90.0,10012,Reg,Gtl,Lvl,RL,Pave,,Edwards,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
468,528429050,232000,75.0,11957,IR1,Gtl,Lvl,RL,Pave,,Somerst,Inside,RRAn,Norm,PConc,AllPub,GasA,Ex,Y,SBrkr
469,527455240,100000,65.0,7150,Reg,Gtl,Lvl,RL,Pave,,NAmes,Inside,Norm,Norm,CBlock,AllPub,GasA,TA,Y,SBrkr
470,906476030,200000,79.0,12798,IR1,Mod,HLS,RL,Pave,,ClearCr,Inside,Feedr,Norm,PConc,AllPub,GasA,Gd,Y,SBrkr
471,909254140,90350,40.0,4280,Reg,Gtl,Lvl,RL,Pave,,Crawfor,Inside,Norm,Norm,PConc,AllPub,GasA,TA,N,SBrkr
