,PID,GrLivArea,SalePrice,LotArea,Neighborhood,FullBath,BedroomAbvGr,OverallQual
1558,903228150,1416,139900,6000,BrkSide,1,3,6
1559,534400050,1516,167000,10004,NAmes,1,3,6
1560,914452090,1299,183500,12150,Mitchel,2,2,6
1561,528326030,2198,250000,14260,NoRidge,2,4,8
1562,905402090,1357,177000,11512,Edwards,1,2,6
1563,907227060,864,127000,7200,CollgCr,1,3,5
1564,905102010,1020,165000,14149,Sawyer,2,3,5
1565,907255020,2263,287000,9240,CollgCr,2,3,8
1566,528315090,2365,337000,9430,NoRidge,2,3,8
1567,528482010,1685,253000,11824,Somerst,2,2,8
1568,535304170,1040,136000,7942,NAmes,1,3,6
1569,528174030,1302,200000,3903,NridgHt,1,1,6
1570,535402330,2634,200000,11643,NAmes,2,6,5
1571,903226170,1176,134900,6000,BrkSide,1,2,6
1572,911104060,572,75000,10200,IDOTRR,1,2,4
1573,906403060,1873,207000,8883,SawyerW,2,3,7
1574,908102320,1466,149900,17755,Edwards,1,3,5
1575,535454050,1040,87500,8544,NAmes,2,2,3
1576,909276210,1755,188000,7810,Crawfor,2,4,4
1577,528250030,1986,213000,8396,Gilbert,2,4,7
1578,911175360,1336,108000,11040,IDOTRR,1,3,4
1579,531375130,1114,153000,12450,SawyerW,2,3,5
1580,907201060,985,149900,8385,CollgCr,2,3,5
1581,527208010,2500,355000,13543,StoneBr,3,5,8
1582,902402150,1022,85000,7200,OldTown,1,2,5
1583,528174010,1362,194700,7577,NridgHt,2,2,6
1584,903233120,1536,138400,6240,BrkSide,2,4,5
1585,528490080,1728,207500,8791,Somerst,2,3,6
1586,527357180,2840,292500,12511,NWAmes,2,4,7
1587,532354090,1155,148000,11782,Sawyer,1,3,5
1588,527354200,1707,184000,11088,NWAmes,2,3,6
1589,903233050,1513,137500,6120,BrkSide,1,4,5
1590,535378020,792,109500,9022,OldTown,1,2,5
1591,528250070,1948,211000,7875,Gilbert,2,4,7
1592,535353240,1527,152500,11419,NAmes,1,3,7
1593,528240060,1419,184100,7750,Gilbert,2,3,8
1594,903228040,1497,157000,6000,BrkSide,2,3,6
1595,533252130,1437,218000,10768,Veenker,2,3,5
1596,535325290,1005,115000,10434,NAmes,1,2,4
1597,907401090,1668,232000,10635,CollgCr,2,3,8
1598,908225290,1368,120000,11767,Edwards,1,3,5
1599,905200290,1803,155000,13125,Sawyer,2,3,5
1600,535179120,922,116000,9770,NAmes,1,2,5
1601,905103030,1096,157500,13014,Sawyer,1,3,6
1602,907262060,2327,240000,10905,CollgCr,2,4,7
1603,909254090,1426,189950,7642,Crawfor,1,3,7
1604,909175100,1694,136500,8400,SWISU,2,4,6
1605,923276250,2432,159000,7700,Mitchel,4,4,5
1606,527401130,1792,133000,9000,NAmes,2,4,5
1607,534201040,1107,127000,8050,NAmes,1,3,5
1608,908127120,996,108000,13907,Edwards,1,3,5
1609,905105260,955,127000,7742,Sawyer,1,3,5
1610,904351200,1369,103600,6629,Edwards,2,3,6
1611,902207110,840,64000,5747,OldTown,1,2,3
1612,902100110,2014,169000,9856,OldTown,2,5,5
1613,902105010,1360,111000,4800,OldTown,1,2,5
1614,909426060,2315,257000,15600,Crawfor,2,4,5
1615,534401140,1510,178900,9680,NAmes,2,3,5
1616,527377110,1877,178900,8000,NWAmes,2,4,6
1617,908102290,816,100000,8877,Edwards,1,2,4
1618,907252120,1601,272000,11423,CollgCr,2,3,8
1619,535451170,1040,90000,7200,NAmes,2,2,4
1620,903425245,2019,167500,11414,BrkSide,1,3,7
1621,902107050,936,140000,7200,OldTown,1,2,5
1622,531477020,841,82000,8400,SawyerW,1,2,4
1623,905104180,894,130000,9764,Sawyer,1,3,5
1624,909177120,1424,168000,7290,SWISU,2,2,7
1625,528228375,1589,226500,3621,Blmngtn,2,2,8
1626,906475170,1743,279000,20064,ClearCr,0,0,8
1627,534451150,1306,76500,5350,BrkSide,1,3,3
1628,535375010,792,99900,5470,OldTown,1,2,3
1629,909455030,1034,185000,3907,Blueste,1,1,8
1630,528354050,2344,265000,10208,NoRidge,2,3,7
1631,534455080,1433,161000,9600,NAmes,1,3,5
1632,903201090,1060,136500,6854,BrkSide,1,1,5
1633,910226060,1638,139000,9060,IDOTRR,2,4,6
1634,916125425,1786,228950,164660,Timber,2,3,5
1635,534128210,2654,250000,11029,NWAmes,2,4,6
1636,528328100,2599,333168,14774,NoRidge,2,4,9
1637,903429010,1609,127500,4347,OldTown,1,3,6
1638,531384030,1657,189000,14565,SawyerW,2,3,7
1639,528110020,2674,610000,13693,NridgHt,2,2,10
1640,532351050,984,128000,9100,Sawyer,1,3,5
1641,527328010,1102,169000,10464,NWAmes,1,2,6
1642,902201090,1174,135000,9000,OldTown,1,2,5
1643,534127270,1416,179900,11700,NWAmes,2,3,6
1644,531379050,2122,220000,11492,SawyerW,2,4,7
1645,907135080,1097,147900,16561,CollgCr,1,3,5
1646,908152280,1090,157000,7024,Edwards,1,2,5
1647,905106150,894,129000,8724,Sawyer,1,3,5
1648,527454050,1322,147000,2308,NPkVill,2,3,6
1649,923276260,883,149000,7669,Mitchel,1,2,5
1650,533223010,1452,183900,3735,Somerst,2,3,7
1651,534475170,1977,165000,9500,NAmes,1,4,6
1652,533212020,1200,149500,2544,Somerst,2,2,7
1653,535180020,1124,153000,10152,NAmes,1,3,6
1654,527403120,858,88000,8125,NAmes,1,3,4
1655,528376010,2538,330000,9044,NoRidge,2,4,8
1656,527252050,1612,319900,8035,StoneBr,2,2,9
1657,533221100,1525,177000,2117,Somerst,2,3,6
1658,528250060,1509,180000,7875,Gilbert,2,3,7
1659,535378120,1078,125000,10230,OldTown,1,3,5
1660,903427090,1666,161000,5100,OldTown,1,3,8
1661,528488120,1266,176000,7500,Somerst,2,3,7
1662,910206110,912,99500,7392,IDOTRR,1,2,5
1663,905107110,1373,160250,7424,Sawyer,1,3,5
1664,902401030,1616,152000,5400,OldTown,2,3,6
1665,527106150,1638,192000,9042,Gilbert,2,3,6
1666,534430090,932,124000,8280,NAmes,1,2,6
1667,923225150,1304,115000,2665,MeadowV,1,3,5
1668,909475230,2726,315000,18044,Crawfor,2,2,8
1669,908152060,1044,133500,6285,Edwards,1,3,6
1670,905426200,1074,144500,11479,Edwards,1,3,6
1671,909103020,1273,121000,11388,Edwards,1,3,4
1672,902330040,1742,168000,17671,OldTown,1,4,8
1673,908152035,1149,127000,10682,Edwards,1,3,4
1674,528292040,1675,181000,24682,Gilbert,2,3,6
1675,534276010,864,129900,9100,NAmes,1,3,5
1676,534175010,1680,136905,11500,NWAmes,2,4,5
1677,909252150,1098,148500,4000,Crawfor,1,2,7
1678,905228020,998,89500,9000,Sawyer,1,3,4
1679,535180100,1080,136000,9464,NAmes,1,3,6
1680,923252080,845,129500,7599,Mitchel,1,2,4
1681,906392100,1734,260000,11645,CollgCr,2,3,7
1682,907194010,1840,230000,12420,CollgCr,2,3,7
1683,535402100,1146,165000,10184,NAmes,1,3,6
1684,902329070,1368,114504,3600,OldTown,1,3,6
1685,903234030,1103,110500,6000,OldTown,1,2,6
1686,533130170,2872,285000,10678,NoRidge,2,4,8
1687,534275100,864,118000,8125,NAmes,1,3,5
1688,527158020,1169,183500,8076,Gilbert,2,3,6
1689,909100170,864,98000,5604,Edwards,1,2,5
1690,527107010,1636,173000,15038,Gilbert,2,3,6
1691,532378180,912,123000,7150,Sawyer,1,3,5
1692,534479120,1376,105000,9492,NAmes,1,3,5
1693,923203100,1337,153500,4500,Mitchel,2,2,6
1694,902128100,1118,116000,4400,OldTown,1,2,6
1695,528172080,1575,284000,10845,NridgHt,2,2,8
1696,528172050,1614,245700,9926,NridgHt,2,3,7
1697,528344100,2612,336000,12203,NoRidge,2,4,8
1698,905226130,1299,150000,11375,Sawyer,1,3,6
1699,907135180,990,123600,8070,CollgCr,1,3,4
1700,907180050,1692,191000,9337,CollgCr,2,3,7
1701,909252020,1135,155000,7200,SWISU,1,3,7
1702,534276160,912,120000,7535,NAmes,1,2,5
1703,527225035,1752,164000,12134,Gilbert,2,4,8
1704,923229110,1728,150900,12640,Mitchel,2,4,6
1705,528240030,1630,189500,7984,Gilbert,2,3,7
1706,526352080,1587,167300,10667,NAmes,2,3,6
1707,534476260,1520,153000,9600,NAmes,1,3,6
1708,905352140,1981,230000,17082,ClearCr,2,4,6
1709,531382090,1609,182000,8453,SawyerW,2,3,6
1710,902329030,2268,240000,9000,OldTown,3,3,8
1711,535303150,1319,123000,10634,NAmes,1,3,5
1712,911370540,1646,275000,3842,Crawfor,2,2,8
1713,535176100,1570,166800,13200,NAmes,1,3,6
1714,535457070,1150,146000,7000,NAmes,1,3,5
1715,909250220,1981,135000,7804,SWISU,2,4,4
1716,534450150,708,82500,5330,BrkSide,1,2,4
1717,528290190,1430,156000,7750,Gilbert,2,3,7
1718,902109080,1594,118000,11426,OldTown,2,3,4
1719,527453010,1548,155000,2308,NPkVill,2,3,6
1720,903430130,693,52500,4118,OldTown,1,2,4
1721,902206040,1316,130000,5500,OldTown,1,3,5
1722,528292070,2060,214000,8755,Gilbert,2,3,7
1723,533223080,1382,165000,2651,Somerst,2,3,7
1724,535153140,1440,185000,9840,NAmes,2,2,5
1725,528221070,1560,174000,11911,Gilbert,2,3,6
1726,533352150,1620,150000,9991,Sawyer,2,3,4
1727,528327060,2633,466500,11400,NoRidge,2,2,10
1728,528354060,2013,269790,9920,NoRidge,2,3,7
1729,905452040,1639,154400,9350,Edwards,1,3,6
1730,527425035,864,111250,12735,NAmes,1,3,4
1731,535455060,984,112500,6390,NAmes,1,2,6
1732,905225090,2071,165000,15584,ClearCr,1,4,5
1733,528344070,2475,355000,17433,NoRidge,2,4,8
1734,527161010,1604,181000,10839,Gilbert,2,3,6
1735,535125010,2207,180000,19900,NAmes,2,3,7
1736,531451280,1845,189000,11218,SawyerW,2,3,6
1737,528290060,1320,162000,7750,Gilbert,2,3,7
1738,906203140,2127,238000,13125,SawyerW,2,4,7
1739,902108060,1004,105000,3960,OldTown,1,2,7
1740,533212010,1200,151000,3182,Somerst,2,2,7
1741,527450280,987,111000,1680,BrDale,1,2,6
1742,532354060,1057,132000,7420,Sawyer,1,3,5
1743,908250040,1137,96000,8050,Edwards,1,4,5
1744,907202140,971,128500,9920,CollgCr,1,3,5
1745,906223140,2200,225000,14171,SawyerW,2,4,7
1746,903236200,1048,113000,6380,BrkSide,1,2,5
1747,534276360,1225,128950,9320,NAmes,1,3,4
1748,907425035,848,144500,4438,CollgCr,1,1,6
1749,528458110,1566,262500,9000,Somerst,2,3,8
1750,923225390,945,119500,2394,MeadowV,1,2,5
1751,903225050,784,109500,6130,BrkSide,1,2,5
1752,909451140,1229,121000,1612,Blueste,1,2,6
1753,906340110,1718,297000,10637,CollgCr,2,3,8
1754,902331010,816,58500,3300,OldTown,1,2,4
1755,909275160,1226,153500,13108,Crawfor,1,2,5
1756,527163020,1501,165600,7685,Gilbert,2,3,6
1757,535383110,846,106000,10800,OldTown,1,2,5
1758,921205070,2482,281213,12665,Timber,2,4,8
1759,902207150,968,100000,8520,OldTown,1,2,5
1760,534252240,1342,161500,9790,NWAmes,2,3,6
1761,909250150,1502,165000,10592,Crawfor,1,3,6
1762,907131070,1425,193000,8685,CollgCr,2,3,7
1763,534477090,1337,141500,9600,NAmes,1,3,5
1764,527451460,1092,108000,1680,BrDale,1,3,6
1765,909275310,2624,239000,22420,Crawfor,2,4,6
1766,535476370,1611,167900,9760,NAmes,1,4,6
1767,527427200,1337,177000,10943,NAmes,2,2,6
1768,903430080,1324,122000,3068,OldTown,1,3,6
1769,907252020,2169,228500,9375,CollgCr,2,3,8
1770,909252010,1768,175000,7200,SWISU,1,3,5
1771,905378040,1610,124000,18600,Edwards,2,4,3
1772,907187080,1479,191000,9382,CollgCr,2,3,7
1773,527452190,1069,127500,4043,NPkVill,2,2,6
1774,908225370,1529,98000,8405,Edwards,2,4,4
1775,906201050,1338,156500,19255,SawyerW,1,2,6
1776,907131190,1463,207000,14753,CollgCr,2,3,7
1777,533352170,1479,130500,13517,Sawyer,2,3,6
1778,903484020,1469,135000,10320,IDOTRR,1,3,6
1779,535106190,2274,154300,11600,NAmes,2,5,5
1780,528439030,1616,232000,8688,Somerst,2,3,7
1781,527404140,872,123000,8294,NAmes,1,3,4
1782,907275090,1504,203000,11883,CollgCr,2,3,7
1783,906394020,1795,191000,9316,CollgCr,2,3,7
1784,535152010,1604,135000,8267,NAmes,2,4,5
1785,531369060,1659,181000,11920,SawyerW,2,3,7
1786,534127170,1489,185750,9156,NWAmes,2,3,6
1787,527451020,1302,106000,2016,BrDale,2,3,5
1788,903458020,1111,101000,7200,IDOTRR,1,3,5
1789,528315080,2234,300000,9545,NoRidge,2,3,8
1790,535175030,1632,139000,9600,NAmes,2,3,6
1791,906204280,2814,260000,9771,SawyerW,2,4,6
1792,534202020,1051,124400,9759,NAmes,1,3,5
1793,527250040,1056,145000,34650,Gilbert,1,3,5
1794,908188140,1709,137500,2522,Edwards,2,3,7
1795,535425050,1472,157500,11650,NAmes,2,2,7
1796,527106010,2236,222000,13006,Gilbert,2,4,7
1797,528280110,1647,175000,7917,Gilbert,2,3,6
1798,527166040,1465,180400,8402,Gilbert,2,3,6
1799,908102050,1126,108000,8777,Edwards,2,2,4
1800,904100030,1422,137500,12375,Sawyer,1,3,5
1801,905480090,1362,96000,7550,Edwards,2,4,4
1802,914465055,1710,240000,12118,Mitchel,2,3,7
1803,909176140,1691,127000,5000,SWISU,2,3,5
1804,535477060,1348,155000,7590,NAmes,1,3,6
1805,527455030,1055,142500,2304,NPkVill,2,2,7
1806,528188150,1626,154000,2448,NridgHt,2,2,7
1807,528490040,1553,234500,8736,Somerst,2,3,7
1808,527302050,1422,175500,12090,NWAmes,2,3,6
1809,902402130,1363,125500,7740,OldTown,1,3,4
1810,528354100,2125,279500,10990,NoRidge,2,4,7
1811,902109110,2082,200000,11426,OldTown,2,3,7
1812,907290170,848,143750,4435,CollgCr,1,1,6
1813,903476100,840,87000,4388,OldTown,1,3,5
1814,527212060,2541,349265,12328,StoneBr,3,4,8
1815,534126090,1682,174000,10400,NWAmes,2,3,7
1816,909276070,1717,194000,12400,Crawfor,1,2,5
1817,534278190,894,117600,8680,NAmes,1,3,5
1818,534204120,1073,156000,10289,NAmes,1,3,5
1819,535425040,1773,183000,10800,NAmes,2,3,6
1820,907202160,1026,147000,10970,CollgCr,1,3,6
1821,903227070,1348,117000,6000,BrkSide,1,3,5
1822,531375050,1175,146000,13072,SawyerW,1,3,6
1823,535375140,869,89900,10122,OldTown,1,1,4
1824,534201230,1051,142000,9600,NAmes,1,3,5
1825,906380100,1800,239000,11923,CollgCr,2,2,9
1826,535106180,1524,144000,11344,NAmes,1,3,5
1827,535177100,1336,162000,9610,NAmes,1,3,6
1828,531363040,1143,147000,7500,SawyerW,1,3,7
1829,909275080,1567,205000,13680,Crawfor,1,2,5
1830,910202050,796,55000,3636,IDOTRR,1,2,4
1831,907196040,1823,235000,12192,CollgCr,2,3,7
1832,528180070,1752,319900,7658,NridgHt,2,2,9
1833,527451380,1218,118000,1680,BrDale,1,3,6
1834,534152100,1714,196500,10421,NWAmes,2,3,7
1835,534252070,1224,103000,10899,NAmes,2,2,4
1836,528290140,1671,173000,10852,Gilbert,2,3,6
1837,527404180,874,97500,7200,NAmes,1,3,4
1838,904100190,704,88750,4280,Sawyer,1,2,4
1839,908228040,1221,104900,9738,Edwards,1,4,5
1840,902104060,1140,96500,8800,OldTown,1,3,4
1841,527455090,836,128500,2104,NPkVill,1,2,7
1842,528112150,1634,250000,11428,NridgHt,2,3,8
1843,534430080,1078,142125,9717,NAmes,1,2,5
1844,905101070,1005,115400,14299,Sawyer,1,3,4
1845,531451030,1575,179200,8012,SawyerW,2,2,6
1846,923225490,874,130000,9858,Mitchel,1,3,5
1847,531385060,1677,190500,8450,SawyerW,2,3,6
1848,907290070,1212,178000,9100,CollgCr,2,3,7
1849,908188120,1709,130000,2522,Edwards,2,3,7
1850,907181100,1431,192000,9017,CollgCr,2,3,7
1851,535457090,1175,148000,7635,NAmes,1,3,5
1852,902204060,960,135500,6000,OldTown,1,3,5
1853,534429030,1224,101800,9842,NAmes,2,2,4
1854,902300020,1772,184900,10337,OldTown,2,3,8
1855,907254090,2031,222500,11404,CollgCr,2,3,7
1856,908127060,1351,122000,16287,Edwards,1,3,5
1857,534177180,2614,240000,10800,NWAmes,2,4,6
1858,923400125,970,132000,10441,Mitchel,1,3,5
1859,528174060,1306,196000,5381,NridgHt,2,1,6
1860,528172070,1721,232698,9254,NridgHt,2,3,8
1861,905229040,1788,161500,11250,ClearCr,1,5,4
1862,535327160,925,116900,8400,NAmes,1,3,5
1863,535377090,1056,144000,6979,OldTown,0,0,6
1864,916403250,1479,213500,14419,Timber,2,3,7
1865,916475100,1800,312500,14331,Timber,2,3,8
1866,908275220,864,115000,8172,Edwards,1,2,5
1867,528190010,1358,207000,8198,NridgHt,2,2,7
1868,907290180,848,144000,4435,CollgCr,1,1,6
1869,909101180,1716,135900,5687,SWISU,2,6,5
1870,923230190,874,130000,6953,Mitchel,1,3,5
1871,527453150,836,120000,2280,NPkVill,1,2,7
1872,923228420,630,81000,1890,MeadowV,1,1,4
1873,905108090,1967,156500,9662,Sawyer,2,6,5
1874,914453045,2032,300000,23730,Mitchel,3,3,7
1875,535302120,1866,135000,9482,NAmes,2,4,5
1876,535456110,900,134800,7200,NAmes,1,3,5
1877,527328020,1032,148000,10395,NWAmes,2,3,6
1878,535380050,1558,140000,10930,NAmes,1,3,5
1879,923250210,988,113000,21750,Mitchel,1,2,5
1880,535454060,1040,93500,8544,NAmes,2,2,3
1881,534401200,1042,161000,9200,NAmes,2,3,6
1882,909250030,1666,100000,9839,SWISU,1,3,5
1883,527375180,1116,167900,10140,NWAmes,2,3,6
1884,905376090,1325,216000,17541,Edwards,2,3,5
1885,534476100,1216,135000,9600,NAmes,1,3,5
1886,528280100,1886,199900,11214,Gilbert,2,4,7
1887,528228435,1555,192500,3182,Blmngtn,2,2,7
1888,923250060,1126,160000,17400,Mitchel,2,3,5
1889,535152230,1478,156500,8400,NAmes,1,3,6
1890,906340120,1630,295493,10226,CollgCr,2,3,8
1891,527107020,1671,170000,13041,Gilbert,2,3,6
1892,528120120,1698,275000,11520,NridgHt,2,3,9
1893,909425130,1561,193000,13339,Crawfor,2,3,6
1894,528181050,1370,205000,7132,NridgHt,2,2,8
1895,527359160,1324,174000,8991,NWAmes,2,3,7
1896,907405140,1710,208500,8450,CollgCr,2,3,7
1897,905226030,672,108000,10200,Sawyer,1,2,5
1898,904350045,919,95000,6001,SWISU,1,3,6
1899,535454150,1320,138000,8064,NAmes,2,3,6
1900,909452102,1680,170000,17871,Crawfor,2,4,4
1901,909250080,1242,105000,5707,SWISU,1,3,6
1902,902305090,1774,87000,9600,OldTown,2,4,4
1903,533212050,1200,165000,3180,Somerst,2,2,6
1904,902107030,1456,139500,6000,OldTown,1,4,6
1905,914476020,1734,126000,10125,Mitchel,2,4,5
1906,905225080,2287,225000,15593,ClearCr,2,3,7
1907,527301245,1688,226500,12680,NWAmes,2,2,7
1908,527451550,1302,111750,1680,BrDale,2,3,5
1909,903476090,1864,97500,5852,OldTown,2,6,7
1910,902110090,1347,143000,5805,OldTown,1,3,5
1911,527132090,1478,240000,7380,StoneBr,2,2,8
1912,527450220,1218,113700,2058,BrDale,1,4,6
1913,909425085,2161,263400,12392,Crawfor,2,3,7
1914,910200060,1285,145400,7000,IDOTRR,1,3,6
1915,527380240,2340,306000,14311,NWAmes,2,4,8
1916,528186030,1518,274000,12677,NridgHt,1,1,8
1917,528106070,1652,325000,13173,NridgHt,2,2,9
1918,527163040,1571,178000,7837,Gilbert,2,3,6
1919,534127140,1082,162500,8723,NWAmes,1,3,6
1920,535376010,882,103200,5500,OldTown,1,1,4
1921,527359070,1964,205000,10480,NWAmes,2,4,7
1922,902134060,1376,96900,7614,OldTown,1,2,3
1923,527404150,858,110000,7340,NAmes,1,2,4
1924,534475100,1063,128000,9920,NAmes,1,3,5
1925,528363110,2113,350000,10437,NoRidge,2,2,8
1926,916460020,1491,178000,7777,Timber,2,3,6
1927,528142140,2332,316000,10574,NridgHt,2,4,8
1928,906392070,1232,194500,7314,CollgCr,2,2,7
1929,904101110,1675,173000,15263,ClearCr,2,3,5
1930,907412070,1436,210000,8450,CollgCr,2,3,7
1931,903201080,1548,205000,7264,BrkSide,2,3,7
1932,534401120,1200,163500,8800,NAmes,2,3,7
1933,902207140,720,105900,8520,OldTown,1,2,6
1934,908127040,960,94750,10921,Edwards,1,3,4
1935,531376070,1162,170000,9260,SawyerW,2,3,7
1936,903456090,754,84500,6780,IDOTRR,1,2,6
1937,527301170,2093,215000,20544,NWAmes,2,3,7
1938,528240130,1733,185088,8577,Gilbert,2,3,7
1939,528275070,2256,236000,8795,Gilbert,2,4,7
1940,904302010,1282,108500,4484,SWISU,1,2,5
1941,902306120,1540,129400,6000,OldTown,1,3,5
1942,534251030,1320,172500,16500,NWAmes,2,3,6
1943,902406020,984,110000,9750,OldTown,1,2,5
1944,906392080,1270,175900,7242,CollgCr,2,2,7
1945,534175080,1680,213250,10140,NWAmes,2,3,7
1946,533242080,1358,204000,7321,Somerst,2,3,7
1947,914474020,1491,209000,9116,Mitchel,2,3,8
1948,534129040,1829,218500,10456,NWAmes,2,4,6
1949,535402270,1040,163000,11500,NAmes,1,3,6
1950,535353060,1210,102900,9533,NAmes,1,2,5
1951,534475250,1691,175000,9900,NAmes,1,2,6
1952,527425025,914,128000,17199,NAmes,1,2,4
1953,902205140,901,107900,6000,OldTown,1,2,4
1954,906475200,1533,280000,70761,ClearCr,2,2,7
1955,909251090,2555,191000,11526,Crawfor,2,3,6
1956,535155110,1056,139400,9250,NAmes,1,3,5
1957,527403310,1422,155000,9457,NAmes,1,3,5
1958,527162080,1553,178750,7875,Gilbert,2,3,7
1959,905325030,1524,260000,23595,ClearCr,0,0,7
1960,533253160,1226,170000,3876,Greens,1,1,8
1961,907125120,990,126000,8775,CollgCr,1,3,5
1962,903457040,2180,161000,10320,IDOTRR,1,3,6
1963,902325160,1440,79000,5000,OldTown,1,3,5
1964,528235050,1509,183200,7861,Gilbert,2,3,6
1965,528478040,1958,250000,10625,Somerst,2,3,7
1966,528240040,1456,176000,8029,Gilbert,2,3,6
1967,528178090,2690,370000,16451,NridgHt,2,4,8
1968,923277080,845,134500,6600,Mitchel,1,3,5
1969,903235010,1362,128000,6155,BrkSide,2,3,6
1970,923275010,1178,135000,11000,Mitchel,1,3,5
1971,528439060,1432,245000,9139,Somerst,2,3,8
1972,907290140,848,131500,4435,CollgCr,1,1,6
1973,535126100,1392,110000,13560,NAmes,1,2,6
1974,535325320,1540,115000,7150,NAmes,1,4,4
1975,527226010,2320,169000,14762,Gilbert,2,2,5
1976,535354130,1312,127000,7500,NAmes,1,3,6
1977,909101070,864,58500,8212,Edwards,1,2,3
1978,905201030,756,85000,9259,Sawyer,1,2,4
1979,923203190,1224,165000,4500,Mitchel,2,2,6
1980,535383100,1294,106250,10800,OldTown,2,3,4
1981,531376030,1686,184000,7800,SawyerW,2,3,7
1982,902206130,1251,119000,6900,OldTown,1,3,6
1983,532478020,2014,275000,15676,Veenker,2,2,8
1984,532377140,988,128500,9945,Sawyer,1,3,5
1985,528458060,1402,229800,8640,Somerst,2,3,7
1986,533350020,2497,373000,17778,Veenker,2,2,8
1987,904301100,1152,159900,10547,Edwards,2,2,5
1988,535403010,1044,139000,10180,NAmes,1,3,5
1989,923277030,816,130500,6600,Mitchel,1,3,5
1990,527184110,1321,212000,5118,StoneBr,1,1,8
1991,535152060,1056,139000,8176,NAmes,1,3,5
1992,527166010,1983,225000,10762,Gilbert,2,3,7
1993,903206170,1635,210000,8737,BrkSide,1,3,6
1994,534226120,925,117500,9100,NAmes,1,2,5
1995,527355060,1857,188900,10530,NWAmes,2,4,7
1996,909282060,1609,199500,12320,Crawfor,1,3,7
1997,527127150,1338,213500,4920,StoneBr,2,2,8
1998,528365070,2646,260000,9900,NoRidge,2,4,7
1999,909475140,1801,289000,15602,Crawfor,2,1,7
2000,906380190,1208,206000,6762,CollgCr,2,2,7
2001,535177110,1721,174850,9736,NAmes,1,4,6
2002,527401160,1792,136000,9000,NAmes,2,4,5
2003,902400110,3608,475000,22950,OldTown,2,4,10
2004,527353080,1725,197000,11584,NWAmes,2,3,7
2005,534278170,964,137500,8243,NAmes,1,3,5
2006,533252020,1208,165000,11250,Veenker,1,3,6
2007,923202220,2034,130000,43500,Mitchel,1,2,3
2008,907251100,1989,255000,11367,CollgCr,2,3,8
2009,535451190,1040,109500,7200,NAmes,1,2,5
2010,902103150,1323,122600,9184,OldTown,1,3,5
2011,902128020,864,105000,7200,OldTown,1,2,4
2012,911102090,1361,89000,5280,IDOTRR,1,2,4
2013,903425340,960,129000,9873,BrkSide,1,3,4
2014,527402200,1004,149000,11241,NAmes,1,2,6
2015,527301080,1440,182900,12546,NWAmes,2,3,6
2016,923275140,833,112000,8780,Mitchel,1,3,5
2017,535475010,1806,144750,7570,NAmes,1,4,6
2018,532354230,864,122000,9079,Sawyer,1,2,5
2019,528150040,1802,372000,13615,NridgHt,2,3,9
2020,533244040,2362,312500,8413,Somerst,2,3,8
2021,531450030,1737,175000,8285,SawyerW,2,3,7
2022,527354040,1872,241500,10400,NWAmes,2,3,7
2023,535305120,1575,155000,10170,NAmes,1,2,6
2024,535151100,1008,131000,6860,NAmes,1,3,5
2025,902304040,2210,117500,9900,OldTown,2,5,6
2026,906392130,1422,173000,11646,CollgCr,2,3,6
2027,528358030,2726,350000,10019,NoRidge,2,4,8
2028,906380210,1290,200000,6762,CollgCr,2,2,7
2029,527452100,958,128000,4928,NPkVill,2,2,6
2030,527450150,1218,113000,1890,BrDale,1,3,6
2031,907125090,965,159000,11105,CollgCr,1,2,5
2032,908130020,914,117250,8050,Edwards,1,2,6
2033,907194160,1444,203000,10739,CollgCr,2,3,7
2034,907131060,1308,175000,10021,CollgCr,2,3,6
2035,531363060,1080,141000,7500,SawyerW,1,3,7
2036,903484110,1403,116000,10320,IDOTRR,1,3,6
2037,535402090,1380,154000,10143,NAmes,1,3,6
2038,902402010,1236,149700,7407,OldTown,1,2,6
2039,526355170,2223,244000,13651,NAmes,2,3,7
2040,535301160,1560,128600,8078,NAmes,2,4,5
2041,905480160,1456,91500,7585,Edwards,1,4,5
2042,527107120,1776,202000,9783,Gilbert,2,3,6
2043,902201140,1122,147000,12000,OldTown,1,2,5
2044,534479130,1578,133000,9490,NAmes,1,3,6
2045,528186080,1684,266000,8849,NridgHt,2,2,9
2046,923225510,874,126500,10172,Mitchel,1,3,5
2047,535180070,1236,134450,10011,NAmes,1,2,5
2048,903456110,1952,212300,9780,IDOTRR,1,4,7
2049,905104030,913,129000,8400,Sawyer,1,3,6
2050,528346050,2006,350000,11675,NoRidge,2,2,8
2051,906392110,1498,237000,11645,CollgCr,2,3,8
2052,535375130,1034,109000,10134,OldTown,1,2,5
2053,527357020,1220,170000,13001,NWAmes,2,2,6
2054,903227140,1232,128000,6000,BrkSide,1,3,6
2055,534175140,1625,140500,9750,NWAmes,2,4,5
2056,902106140,1028,115000,8960,OldTown,1,2,5
2057,923228200,992,106500,1533,MeadowV,1,2,4
2058,527353020,1671,200000,10928,NWAmes,2,3,6
2059,907290150,848,136500,4435,CollgCr,1,1,6
2060,535176050,1383,145250,11600,NAmes,1,3,6
2061,528280180,1892,226750,8220,Gilbert,2,3,7
2062,909451150,1556,151000,1950,Blueste,2,3,6
2063,906402060,1644,275000,12800,SawyerW,2,2,7
2064,527403360,864,123000,7560,NAmes,1,3,5
2065,534176250,1164,140000,9600,NWAmes,1,3,7
2066,527378020,1178,157000,10000,NWAmes,1,3,5
