,SalePrice,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,PorchSF,ExterQualDisc,OverallCondDisc,BSMT_HighQual,KitchenQualDisc,Fireplaces,Pool,BedroomAbvGr,water_tower,graveyard,police,optician,slipway,bar,farmyard,cinema,supermarket,hotel,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,MasVnrType_None,MasVnrType_Stone
1480,149900,985,8385,0.28571428571428564,390.0,31.854794520547944,1.0,2,0,3,0,0,-0.380952380952381,-0.5476190476190477,595.0,-0.04761904761904773,0,0,3,1,0,0,1,0,1,8,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,212000,1768,10769,0.7142857142857142,846.0,2.249315068493151,2.0,2,1,3,0,105,0.04761904761904756,0.38095238095238093,20.0,0.04761904761904756,0,0,3,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
848,135000,864,8100,0.28571428571428564,100.0,47.52876712328767,1.0,1,0,1,0,0,-0.04761904761904773,-0.5476190476190477,764.0,-0.380952380952381,1,0,3,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2073,238000,1718,7230,0.5714285714285714,851.0,80.8027397260274,2.0,2,1,1,0,213,0.23809523809523803,-0.09523809523809512,0.0,-0.09523809523809523,1,0,4,2,0,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1760,116900,925,8400,0.28571428571428564,923.0,52.1972602739726,1.0,1,0,1,0,0,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,2,0,3,0,1,1,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
780,123000,894,7200,0.28571428571428564,894.0,37.69315068493151,2.0,1,0,3,0,0,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,0,0,2,1,0,0,1,0,1,6,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1697,108000,1126,8777,0.14285714285714285,0.0,60.36986301369863,2.0,2,0,0,0,96,-0.19047619047619052,-0.1904761904761904,0.0,-0.5238095238095237,0,0,2,0,0,0,1,0,1,1,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1650,109500,784,6130,0.28571428571428564,0.0,84.3890410958904,0.0,1,0,1,0,116,-0.04761904761904773,-0.21428571428571436,784.0,-0.380952380952381,0,0,2,0,0,1,1,0,4,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
605,127000,1531,9350,0.14285714285714285,756.0,63.45753424657534,1.0,1,0,1,0,0,-0.19047619047619052,-0.35714285714285715,0.0,-0.19047619047619052,1,0,3,2,1,0,1,0,12,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,112500,924,15783,0.28571428571428564,924.0,55.45205479452055,1.0,1,0,1,0,324,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,0,0,2,0,1,1,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2434,124900,780,7200,0.28571428571428564,148.0,36.02465753424657,1.0,1,0,3,0,0,-0.04761904761904773,-0.3809523809523809,632.0,-0.04761904761904773,0,0,2,1,0,0,1,0,1,6,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1202,157000,1762,7200,0.5714285714285714,596.0,86.8082191780822,2.0,1,1,1,0,221,0.23809523809523803,-0.09523809523809512,0.0,-0.09523809523809523,0,0,4,0,1,1,1,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2246,227000,1939,11250,0.5714285714285714,258.0,8.334246575342465,3.0,2,1,2,0,84,0.23809523809523803,0.23809523809523814,796.0,-0.09523809523809523,1,0,3,1,0,0,1,0,1,9,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,142000,912,6768,0.42857142857142855,80.0,47.36164383561644,1.0,1,0,2,0,0,0.09523809523809518,-0.4047619047619047,832.0,-0.23809523809523808,0,0,3,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100,73000,630,1470,0.14285714285714285,108.0,36.271232876712325,0.0,1,0,3,0,0,-0.19047619047619052,-0.35714285714285715,522.0,-0.19047619047619052,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1270,177500,1494,7500,0.42857142857142855,771.0,67.87945205479453,1.0,1,0,1,0,224,0.09523809523809518,-0.23809523809523797,0.0,-0.23809523809523808,2,0,3,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1243,184000,1337,5858,0.5714285714285714,354.0,11.421917808219176,2.0,2,0,1,0,68,-0.09523809523809523,0.23809523809523814,1051.0,-0.09523809523809523,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
741,260116,2152,16659,0.7142857142857142,1582.0,0.4136986301369863,2.0,2,1,1,1,368,0.04761904761904756,0.38095238095238093,0.0,0.04761904761904756,1,0,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334,168000,1622,32463,0.14285714285714285,1249.0,46.19178082191781,4.0,1,0,3,0,0,-0.19047619047619052,-0.02380952380952378,0.0,-0.19047619047619052,1,0,3,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2234,143000,990,9757,0.28571428571428564,235.0,15.75890410958904,1.0,1,0,1,0,92,-0.04761904761904773,-0.3809523809523809,755.0,-0.04761904761904773,0,0,3,1,0,0,0,0,1,8,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1138,162900,1664,10140,0.5714285714285714,638.0,30.183561643835617,2.0,2,1,1,0,287,0.23809523809523803,0.23809523809523814,194.0,0.23809523809523803,1,0,4,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
834,145500,1053,10007,0.28571428571428564,247.0,49.61643835616438,1.0,1,1,1,0,0,-0.380952380952381,-0.3809523809523809,806.0,-0.380952380952381,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,234500,1553,8736,0.5714285714285714,422.0,6.586301369863014,2.0,2,0,1,0,88,-0.09523809523809523,0.23809523809523814,1131.0,-0.09523809523809523,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
833,139000,1080,4447,0.5714285714285714,530.0,3.4986301369863013,2.0,2,1,1,0,50,-0.09523809523809523,0.23809523809523814,0.0,-0.09523809523809523,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1244,128250,1435,8674,0.28571428571428564,910.0,57.2,1.0,1,0,1,0,33,-0.04761904761904773,-0.21428571428571436,0.0,-0.04761904761904773,0,0,3,0,0,1,1,0,4,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1415,237500,2117,12925,0.42857142857142855,1205.0,38.35616438356164,2.0,2,1,2,0,42,0.09523809523809518,-0.23809523809523797,0.0,0.09523809523809518,2,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
594,243500,2495,10791,0.42857142857142855,143.0,17.172602739726027,2.0,2,1,2,0,32,0.09523809523809518,0.09523809523809529,1137.0,-0.23809523809523808,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
939,168000,1437,14175,0.28571428571428564,1188.0,50.86849315068493,2.0,1,1,1,0,0,-0.04761904761904773,-0.21428571428571436,0.0,-0.04761904761904773,1,0,3,1,1,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1333,220000,1782,14450,0.5714285714285714,918.0,29.183561643835617,2.0,2,0,1,0,0,-0.09523809523809523,0.23809523809523814,864.0,-0.09523809523809523,1,0,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,55000,1092,5600,0.14285714285714285,0.0,80.55068493150685,0.0,2,0,0,0,0,0.14285714285714285,-0.1904761904761904,0.0,0.14285714285714285,0,0,3,0,0,1,1,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
169,249700,1656,11096,0.7142857142857142,1632.0,1.4958904109589042,3.0,2,0,3,0,146,0.04761904761904756,0.38095238095238093,24.0,0.04761904761904756,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1551,149500,1200,2544,0.5714285714285714,190.0,6.090410958904109,2.0,2,1,1,0,172,-0.09523809523809523,0.23809523809523814,410.0,-0.09523809523809523,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2064,153000,1382,8750,0.28571428571428564,1382.0,54.53424657534247,1.0,1,0,1,0,0,-0.04761904761904773,-0.047619047619047616,0.0,-0.380952380952381,0,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1269,157900,1442,9750,0.42857142857142855,1442.0,49.27945205479452,1.0,1,1,1,0,275,0.09523809523809518,-0.07142857142857145,0.0,0.09523809523809518,0,0,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,200000,2082,11426,0.5714285714285714,1362.0,5.419178082191781,2.0,2,1,1,0,238,0.23809523809523803,0.23809523809523814,0.0,-0.09523809523809523,0,0,3,0,1,1,1,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1542,179900,1416,11700,0.42857142857142855,304.0,38.35616438356164,2.0,2,1,1,0,288,0.09523809523809518,-0.07142857142857145,404.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,85000,796,8777,0.28571428571428564,796.0,98.3972602739726,0.0,1,0,1,0,164,-0.04761904761904773,-0.3809523809523809,0.0,-0.04761904761904773,0,0,2,0,0,0,1,0,1,3,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
327,255000,1636,13501,0.7142857142857142,1560.0,1.4136986301369865,3.0,2,0,1,0,60,0.04761904761904756,0.38095238095238093,63.0,0.04761904761904756,1,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1933,149700,1236,7407,0.42857142857142855,312.0,53.28219178082192,2.0,1,0,1,0,316,0.09523809523809518,-0.23809523809523797,600.0,0.09523809523809518,0,0,2,0,1,1,1,0,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
640,356383,2473,12292,0.857142857142857,889.0,0.4958904109589041,3.0,2,1,4,1,39,0.19047619047619035,0.5238095238095237,205.0,0.19047619047619035,1,0,4,2,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2042,287500,2197,10010,0.5714285714285714,228.0,15.506849315068491,3.0,2,1,3,0,99,-0.09523809523809523,0.23809523809523814,852.0,-0.09523809523809523,1,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,337000,2365,9430,0.7142857142857142,89.0,10.504109589041096,3.0,2,1,2,0,308,0.04761904761904756,0.38095238095238093,1163.0,0.04761904761904756,1,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,129400,1540,6000,0.28571428571428564,572.0,103.15342465753425,0.0,1,1,1,0,77,-0.380952380952381,-0.7142857142857144,0.0,-0.380952380952381,0,0,3,0,1,1,1,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460,148500,1002,8750,0.28571428571428564,1002.0,39.608219178082194,2.0,1,0,1,0,0,-0.04761904761904773,-0.21428571428571436,0.0,-0.04761904761904773,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,175900,1655,10000,0.42857142857142855,763.0,17.257534246575343,2.0,2,1,1,0,84,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,1,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1398,248000,2285,11000,0.7142857142857142,969.0,7.419178082191781,3.0,2,1,1,0,56,0.04761904761904756,0.38095238095238093,0.0,0.04761904761904756,1,0,4,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,160250,1373,7424,0.28571428571428564,0.0,32.35068493150685,2.0,1,0,3,0,0,-0.04761904761904773,-0.047619047619047616,1319.0,-0.04761904761904773,2,0,3,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1975,205000,2110,8880,0.5714285714285714,253.0,16.339726027397262,2.0,2,1,1,0,130,-0.09523809523809523,0.23809523809523814,695.0,-0.09523809523809523,2,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
419,250000,2088,8899,0.7142857142857142,908.0,1.4164383561643836,3.0,2,1,3,0,24,-0.2857142857142857,0.38095238095238093,40.0,0.04761904761904756,1,0,4,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
738,104000,1091,7801,0.42857142857142855,1091.0,57.36986301369863,1.0,1,0,1,0,326,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,1,0,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,275000,2014,15676,0.7142857142857142,281.0,29.26849315068493,3.0,2,0,4,0,255,0.04761904761904756,-0.11904761904761907,1733.0,0.04761904761904756,2,0,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1389,225000,1548,3072,0.5714285714285714,306.0,2.6684931506849314,2.0,2,0,1,0,20,-0.09523809523809523,0.23809523809523814,1059.0,-0.09523809523809523,1,0,2,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1438,158000,1159,11553,0.28571428571428564,1051.0,38.52328767123288,1.0,1,1,1,0,0,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,1,0,3,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,165500,1110,9101,0.28571428571428564,0.0,31.51780821917808,2.0,1,0,3,0,30,-0.04761904761904773,-0.21428571428571436,1097.0,-0.380952380952381,1,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,141000,864,8499,0.28571428571428564,204.0,48.44657534246576,2.0,1,0,1,0,312,-0.04761904761904773,-0.21428571428571436,660.0,-0.04761904761904773,0,0,3,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
975,244400,2403,24090,0.5714285714285714,1032.0,70.46301369863014,1.0,2,0,2,0,318,0.23809523809523803,-0.09523809523809512,0.0,0.23809523809523803,2,0,4,1,1,1,1,0,11,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1209,160000,1187,9556,0.5714285714285714,1168.0,15.591780821917808,2.0,2,0,1,0,21,0.23809523809523803,0.23809523809523814,0.0,-0.09523809523809523,0,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,180000,2640,22136,0.28571428571428564,1153.0,81.55068493150685,3.0,2,1,2,0,196,-0.04761904761904773,-0.047619047619047616,1018.0,-0.04761904761904773,1,0,5,0,1,1,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
404,339750,2078,10800,0.7142857142857142,245.0,1.2493150684931509,3.0,2,1,1,1,102,0.04761904761904756,0.38095238095238093,789.0,-0.2857142857142857,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1425,148500,1055,2529,0.5714285714285714,677.0,31.687671232876717,2.0,2,0,1,0,38,0.23809523809523803,0.0714285714285714,378.0,0.23809523809523803,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
93,211500,1226,3782,0.7142857142857142,266.0,28.684931506849317,2.0,1,0,4,0,78,0.04761904761904756,0.38095238095238093,960.0,0.04761904761904756,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1769,81000,630,1890,0.14285714285714285,135.0,36.44109589041096,0.0,1,0,3,0,0,-0.19047619047619052,-0.5238095238095237,495.0,-0.19047619047619052,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1849,128000,914,17199,0.14285714285714285,600.0,46.52602739726027,1.0,1,0,1,0,0,-0.19047619047619052,-0.5238095238095237,314.0,-0.19047619047619052,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
827,243000,2158,12615,0.42857142857142855,725.0,57.45205479452055,2.0,2,0,3,0,68,0.09523809523809518,-0.23809523809523797,477.0,-0.23809523809523808,1,0,4,1,1,1,1,0,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428,97000,1344,1533,0.14285714285714285,546.0,39.35616438356164,0.0,1,1,1,0,0,-0.19047619047619052,-0.35714285714285715,0.0,-0.19047619047619052,1,0,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1889,210000,1635,8737,0.42857142857142855,1065.0,84.38630136986302,2.0,1,1,1,0,182,0.09523809523809518,-0.23809523809523797,0.0,0.09523809523809518,1,0,3,0,0,1,1,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
282,224500,1440,9069,0.42857142857142855,261.0,13.254794520547945,4.0,2,0,3,0,0,-0.23809523809523808,-0.4047619047619047,1083.0,-0.23809523809523808,0,0,2,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
343,105000,985,7898,0.14285714285714285,576.0,90.30958904109588,2.0,1,0,1,0,0,-0.19047619047619052,-0.5238095238095237,0.0,-0.19047619047619052,0,0,2,0,1,1,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1113,280000,1836,11362,0.7142857142857142,797.0,5.167123287671233,3.0,2,0,2,0,185,0.04761904761904756,0.38095238095238093,1039.0,0.04761904761904756,1,0,3,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1574,129900,864,9100,0.28571428571428564,864.0,48.52876712328767,2.0,1,0,1,0,0,-0.04761904761904773,-0.047619047619047616,0.0,-0.04761904761904773,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
691,169000,1600,8773,0.42857142857142855,916.0,10.586301369863014,2.0,2,1,3,0,38,0.09523809523809518,0.09523809523809529,0.0,0.09523809523809518,1,0,3,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,126000,856,7890,0.42857142857142855,856.0,71.21095890410959,2.0,1,0,1,0,166,0.09523809523809518,-0.07142857142857145,0.0,0.09523809523809518,1,0,2,2,1,1,1,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1582,165000,1146,10184,0.42857142857142855,503.0,43.44383561643836,1.0,1,0,3,0,75,0.09523809523809518,0.09523809523809529,580.0,0.09523809523809518,1,0,3,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,125500,1363,7740,0.14285714285714285,622.0,100.48219178082192,2.0,1,0,1,0,168,-0.19047619047619052,-0.5238095238095237,0.0,-0.19047619047619052,0,0,3,0,1,1,1,0,4,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1416,188700,1660,11988,0.42857142857142855,715.0,74.63287671232877,1.0,1,1,1,0,0,0.09523809523809518,-0.23809523809523797,0.0,0.09523809523809518,1,0,3,1,0,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,177000,1470,13869,0.42857142857142855,612.0,10.501369863013698,2.0,2,0,3,0,75,0.09523809523809518,-0.07142857142857145,182.0,0.09523809523809518,0,0,3,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,131750,1426,6240,0.28571428571428564,966.0,77.54794520547945,1.0,1,0,1,0,96,-0.04761904761904773,-0.3809523809523809,0.0,-0.04761904761904773,1,0,3,0,1,1,1,0,4,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1993,153600,1064,11327,0.28571428571428564,285.0,39.44109589041096,2.0,1,0,3,0,48,-0.04761904761904773,-0.21428571428571436,779.0,-0.04761904761904773,1,0,3,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
